finestep,time,c_0,c_1,c_2,c_3,c_4,temp,c_mean
15402,16.72092342376709,-40,-39,-39,-40,-41,21.3,-39.8
15422,16.81724262237549,-38,-42,-42,-40,-39,21.3,-40.2
15445,16.913159132003784,-37,-41,-40,-41,-38,21.3,-39.4
15466,17.00879454612732,-40,-38,-40,-38,-40,21.3,-39.2
15482,17.10392999649048,-39,-42,-39,-39,-39,21.3,-39.6
15497,17.20062279701233,-40,-39,-40,-40,-42,21.3,-40.2
15510,17.29531455039978,-42,-40,-39,-39,-43,21.3,-40.6
15518,17.392211437225342,-41,-41,-41,-40,-41,21.3,-40.8
15522,17.48736047744751,-41,-41,-41,-38,-39,21.3,-40.0
15524,17.583922147750854,-40,-41,-40,-39,-39,21.3,-39.8
15523,17.67983055114746,-43,-40,-41,-41,-42,21.3,-41.4
15524,17.775430917739868,-39,-39,-41,-39,-40,21.3,-39.6
15523,17.871442556381226,-41,-40,-41,-41,-40,21.3,-40.6
15521,17.967207431793213,-41,-40,-42,-39,-39,21.3,-40.2
15518,18.062187910079956,-40,-41,-41,-41,-41,21.3,-40.8
15511,18.17401695251465,-40,-39,-39,-41,-40,21.3,-39.8
15501,18.270427942276,-41,-39,-39,-42,-39,21.3,-40.0
15487,18.366307973861694,-40,-40,-39,-38,-44,21.3,-40.2
15469,18.462443351745605,-40,-40,-42,-39,-39,21.3,-40.0
15450,18.558192491531372,-39,-40,-40,-40,-39,21.3,-39.6
15427,18.653964042663574,-39,-42,-42,-39,-40,21.3,-40.4
15401,18.749770641326904,-40,-41,-39,-40,-40,21.3,-40.0
15372,18.845512866973877,-40,-41,-41,-41,-40,21.3,-40.6
15341,18.957424879074097,-41,-42,-40,-41,-40,21.3,-40.8
15311,19.053104400634766,-41,-40,-39,-41,-41,21.3,-40.4
15278,19.148886680603027,-41,-39,-40,-38,-39,21.3,-39.4
15244,19.244852781295776,-40,-39,-41,-39,-40,21.3,-39.8
15204,19.340585708618164,-39,-39,-40,-40,-38,21.3,-39.2
15159,19.436211109161377,-37,-40,-37,-38,-39,21.3,-38.2
15111,19.547642946243286,-38,-39,-40,-40,-38,21.3,-39.0
15057,19.643659830093384,-39,-40,-38,-39,-39,21.3,-39.0
15000,19.73995327949524,-39,-40,-41,-40,-40,21.3,-40.0
14938,19.835794925689697,-41,-40,-42,-39,-39,21.3,-40.2
14871,19.93166971206665,-40,-41,-39,-40,-38,21.3,-39.6
14801,20.026793003082275,-37,-39,-39,-39,-41,21.3,-39.0
14725,20.123241901397705,-39,-37,-39,-39,-41,21.3,-39.0
14646,20.2192325592041,-41,-39,-38,-41,-39,21.3,-39.6
14564,20.330937147140503,-37,-39,-39,-40,-40,21.3,-39.0
14483,20.4265558719635,-39,-38,-40,-39,-38,21.3,-38.8
14402,20.522731065750122,-39,-37,-40,-38,-37,21.3,-38.2
14324,20.618579626083374,-37,-39,-39,-37,-41,21.3,-38.6
14246,20.730261087417603,-38,-40,-40,-38,-37,21.3,-38.6
14162,20.826229572296143,-38,-38,-38,-39,-39,21.3,-38.4
14077,20.921886205673218,-39,-39,-39,-37,-38,21.3,-38.4
13994,21.01772928237915,-37,-37,-39,-41,-39,21.3,-38.6
13913,21.112684965133667,-37,-40,-38,-39,-38,21.3,-38.4
13828,21.20946741104126,-40,-38,-37,-39,-37,21.3,-38.2
13743,21.321160793304443,-37,-39,-39,-37,-37,21.3,-37.8
13653,21.416937112808228,-38,-37,-38,-36,-37,21.3,-37.2
13566,21.528096675872803,-37,-38,-38,-38,-40,21.3,-38.2
13479,21.624282360076904,-38,-38,-36,-36,-38,21.3,-37.2
13390,21.720544815063477,-38,-37,-37,-38,-37,21.3,-37.4
13302,21.831501960754395,-37,-35,-39,-36,-38,21.3,-37.0
13213,21.942994356155396,-36,-36,-40,-38,-38,21.3,-37.6
13123,22.040067195892334,-38,-36,-35,-36,-37,21.3,-36.4
13032,22.134730339050293,-34,-36,-36,-34,-36,21.3,-35.2
12945,22.231635570526123,-35,-35,-37,-35,-37,21.3,-35.8
12860,22.327613353729248,-35,-37,-34,-38,-37,21.3,-36.2
12781,22.42282247543335,-35,-36,-34,-36,-36,21.3,-35.4
12706,22.51912808418274,-37,-39,-35,-37,-35,21.3,-36.6
12634,22.615031719207764,-37,-38,-36,-35,-36,21.3,-36.4
12565,22.710514783859253,-35,-36,-35,-35,-39,21.3,-36.0
12498,22.805819272994995,-37,-34,-36,-36,-35,21.3,-35.6
12434,22.91831088066101,-36,-35,-35,-36,-34,21.3,-35.2
12371,23.013586044311523,-37,-35,-33,-36,-35,21.3,-35.2
12309,23.109692335128784,-36,-35,-34,-39,-36,21.3,-36.0
12252,23.221846103668213,-36,-36,-37,-37,-35,21.3,-36.2
12196,23.3173930644989,-35,-35,-35,-34,-35,21.3,-34.8
12145,23.429433822631836,-34,-35,-36,-36,-36,21.3,-35.4
12099,23.52474021911621,-35,-37,-34,-36,-36,21.3,-35.6
12056,23.62035059928894,-37,-33,-35,-35,-37,21.3,-35.4
12015,23.716674327850342,-36,-35,-35,-36,-36,21.3,-35.6
11977,23.812915563583374,-36,-35,-36,-34,-36,21.3,-35.4
11945,23.92381739616394,-35,-36,-34,-36,-34,21.3,-35.0
11919,24.03624963760376,-36,-36,-34,-36,-34,21.3,-35.2
11899,24.148111581802368,-35,-34,-34,-35,-34,21.3,-34.4
11880,24.243501901626587,-36,-34,-35,-36,-36,21.3,-35.4
11866,24.339828491210938,-35,-34,-35,-35,-34,21.3,-34.6
11858,24.45096516609192,-36,-32,-35,-32,-36,21.3,-34.2
11855,24.547316789627075,-35,-33,-33,-35,-36,21.3,-34.4
11859,24.643183946609497,-35,-34,-35,-36,-35,21.3,-35.0
11867,24.754921436309814,-35,-35,-36,-36,-32,21.3,-34.8
11881,24.850895166397095,-36,-35,-35,-33,-34,21.3,-34.6
11903,24.94646143913269,-34,-35,-36,-34,-35,21.3,-34.8
11927,25.042622566223145,-33,-35,-34,-32,-34,21.3,-33.6
11953,25.1382155418396,-35,-34,-35,-33,-33,21.3,-34.0
11980,25.23407816886902,-36,-35,-36,-35,-34,21.3,-35.2
12006,25.329432725906372,-36,-33,-35,-34,-34,21.3,-34.4
12033,25.42571187019348,-34,-35,-35,-35,-34,21.3,-34.6
12060,25.52154302597046,-35,-35,-36,-33,-37,21.3,-35.2
12089,25.61723780632019,-36,-37,-34,-35,-33,21.3,-35.0
12117,25.713356971740723,-35,-35,-35,-36,-35,21.3,-35.2
12147,25.808653354644775,-33,-34,-36,-34,-34,21.3,-34.2
12176,25.90483546257019,-36,-38,-33,-34,-36,21.3,-35.4
12206,26.016405820846558,-36,-35,-36,-36,-35,21.3,-35.6
12238,26.112338304519653,-36,-36,-34,-35,-38,21.3,-35.8
12269,26.22414469718933,-35,-34,-35,-35,-36,21.3,-35.0
12303,26.319641590118408,-36,-35,-35,-37,-36,21.3,-35.8
12343,26.415942907333374,-32,-35,-36,-35,-35,21.3,-34.6
12384,26.51142406463623,-37,-34,-34,-34,-36,21.3,-35.0
12425,26.606879949569702,-33,-34,-37,-36,-34,21.3,-34.8
12464,26.703423976898193,-35,-35,-36,-36,-39,21.3,-36.2
12503,26.81515598297119,-38,-33,-37,-33,-35,21.3,-35.2
12543,26.91038179397583,-36,-35,-37,-34,-36,21.3,-35.6
12582,27.022167444229126,-36,-38,-34,-36,-35,21.3,-35.8
12618,27.117881059646606,-34,-36,-36,-38,-35,21.3,-35.8
