finestep,time,c_0,c_1,c_2,c_3,c_4,temp,c_mean
-15824,0.0478968620300293,35,34,35,35,35,21.5,34.8
-15793,0.2714571952819824,36,36,37,35,39,21.5,36.6
-15764,0.36615777015686035,36,37,36,35,37,21.5,36.2
-15737,0.47855186462402344,37,36,36,39,37,21.5,37.0
-15711,0.5743021965026855,39,37,37,36,38,21.5,37.4
-15689,0.6706962585449219,37,37,37,36,36,21.5,36.6
-15673,0.7661445140838623,37,37,38,37,36,21.5,37.0
-15660,0.8624558448791504,37,37,38,39,38,21.5,37.8
-15653,0.9581425189971924,37,36,36,38,38,21.5,37.0
-15648,1.0693416595458984,37,39,38,38,39,21.5,38.2
-15641,1.1653697490692139,35,39,39,38,36,21.5,37.4
-15636,1.2613539695739746,38,38,37,38,36,21.5,37.4
-15635,1.3574514389038086,37,37,38,38,37,21.5,37.4
-15641,1.4534602165222168,38,37,38,37,38,21.5,37.6
-15647,1.5651512145996094,36,39,38,39,38,21.5,38.0
-15657,1.6768176555633545,41,39,38,37,38,21.5,38.6
-15666,1.7883234024047852,38,37,37,37,39,21.5,37.6
-15677,1.883657455444336,38,39,39,39,38,21.5,38.6
-15686,1.9803225994110107,39,37,39,37,38,21.5,38.0
-15700,2.0914692878723145,39,37,39,37,37,21.5,37.8
-15716,2.187831163406372,39,37,37,38,39,21.5,38.0
-15736,2.2834534645080566,36,38,39,39,39,21.5,38.2
-15762,2.3785524368286133,36,37,38,38,40,21.5,37.8
-15793,2.490565299987793,38,39,37,38,38,21.5,38.0
-15827,2.5869853496551514,37,38,39,39,38,21.5,38.2
-15867,2.683016061782837,40,38,38,38,39,21.5,38.6
-15911,2.778944969177246,37,39,39,37,38,21.5,38.0
-15957,2.8746206760406494,36,41,39,39,38,21.5,38.6
-16006,2.9696590900421143,39,39,39,40,40,21.5,39.4
-16061,3.066319704055786,39,40,40,38,39,21.5,39.2
-16113,3.178013801574707,41,38,39,39,38,21.5,39.0
-16160,3.273298501968384,39,40,40,40,41,21.5,40.0
-16204,3.3697144985198975,39,37,39,38,38,21.5,38.2
-16250,3.4656245708465576,41,39,39,39,41,21.5,39.8
-16293,3.561457872390747,40,40,39,39,38,21.5,39.2
-16334,3.6566054821014404,41,39,39,40,39,21.5,39.6
-16370,3.76841139793396,41,41,39,40,41,21.5,40.4
-16406,3.8647584915161133,40,40,42,38,40,21.5,40.0
-16444,3.9601376056671143,41,39,39,41,40,21.5,40.0
-16487,4.055497646331787,40,39,38,39,39,21.5,39.0
-16529,4.152314901351929,38,41,41,40,42,21.5,40.4
-16567,4.247967481613159,39,40,40,40,41,21.5,40.0
-16607,4.343935966491699,42,40,40,39,41,21.5,40.4
-16645,4.439694404602051,40,40,40,39,42,21.5,40.2
-16682,4.5346105098724365,38,42,39,42,38,21.5,39.8
-16720,4.631286144256592,41,39,41,42,42,21.5,41.0
-16757,4.742825269699097,41,40,41,40,40,21.5,40.4
-16800,4.8382039070129395,42,41,41,42,42,21.5,41.6
-16841,4.95027494430542,42,40,42,43,41,21.5,41.6
-16883,5.045944690704346,40,42,41,39,41,21.5,40.6
-16923,5.141993522644043,40,43,41,42,40,21.5,41.2
-16963,5.23821496963501,41,41,41,41,42,21.5,41.2
-17001,5.349931955337524,41,38,41,42,42,21.5,40.8
-17040,5.445933818817139,43,43,40,41,43,21.5,42.0
-17079,5.541231155395508,42,41,40,42,42,21.5,41.4
-17118,5.63750433921814,43,43,42,41,42,21.5,42.2
-17159,5.733513355255127,41,43,41,41,41,21.5,41.4
-17204,5.828895807266235,43,41,44,42,40,21.5,42.0
-17253,5.925106048583984,42,42,43,42,42,21.5,42.2
